name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2781";1.0029075003;1.0144851769;0.9875400482;1.0021000261;208138708.85;452610559.02;451662056.9;"2019-11-03 16:00:00"
"2781";1.002180147;1.0189817685;0.9979578094;1.0082191992;348968467.97;445015571.75;441387718.19;"2019-11-10 16:00:00"
"2781";1.0084149137;1.0292263301;0.9920338725;1.0088790456;205327942.88;447418651.14;443480963.43;"2019-11-17 16:00:00"
"2781";1.0081329624;1.0315317474;0.981534749;0.996449857;195974260.1;454728031.49;456348132.62;"2019-11-24 16:00:00"
"2781";0.9966193985;1.0143419025;0.9871131875;1.0054697876;343379310.95;464755635.36;462227349.96;"2019-12-01 16:00:00"
"2781";1.0061046905;1.0139477112;0.9953255555;1.0056885548;245259536.57;476226732.2;473533013.69;"2019-12-08 16:00:00"
"2781";1.0057092656;1.03440096;0.9937365542;1.0020878522;304211343.45;522378468.67;521290092.01;"2019-12-15 16:00:00"
"2781";1.0015870228;1.0273434371;0.9951269519;1.0052833362;277058216.6;520939799.33;518201964.12;"2019-12-22 16:00:00"
"2781";1.0061462797;1.0187177638;0.9884552438;1.0084966606;334597544.18;518272576.97;513906091.31;"2019-12-29 16:00:00"
"2781";1.0090729519;1.016210157;0.9923881142;1.0043180122;330297498.44;447479871.97;445555955.93;"2020-01-05 16:00:00"
"2781";1.0042087476;1.0269604392;0.9921915357;0.9972901415;423373606.71;436777174.98;437963995.44;"2020-01-12 16:00:00"
"2781";0.9973469911;1.0146300671;0.9942152904;1.0121842401;292385181.14;448606932.18;443206794.18;"2020-01-19 16:00:00"
"2781";1.0121993853;1.0518677996;1.0049329955;1.0282099853;384098792.19;445776906.37;433546564.19;"2020-01-26 16:00:00"
"2781";1.0282099853;1.0420244682;1.0147731034;1.0245780994;659695137.32;432572539.4;422195769.82;"2020-02-02 16:00:00"
"2781";1.0235267512;1.0467983726;1.004748224;1.009633987;926497188.97;429727972.87;425627483.22;"2020-02-09 16:00:00"
"2781";1.0110069194;1.0460773569;0.9915051325;0.9972806848;1033736189.25;420317423.91;421463516.04;"2020-02-16 16:00:00"
"2781";0.9981205685;1.0111693272;0.9917010677;1.0011614629;897676018.33;439323845.46;438814179.06;"2020-02-23 16:00:00"
"2781";1.0016795818;1.0162196393;0.9933333771;1.007403789;1430098331.98;464091836.6;460681051.31;"2020-03-01 16:00:00"
"2781";1.006718139;1.0790990321;0.9292217459;1.0031440039;712798810.2;579058578.69;577243722.2;"2020-03-08 17:00:00"
"2781";1.0024898156;1.0431933861;0.9495258409;0.9959358587;687125480.09;662820963.43;665525754.15;"2020-03-15 17:00:00"
"2781";0.9959358587;1.0244050506;0.9633066614;0.9780378265;641642082.98;675033086.45;690191184.99;"2020-03-22 17:00:00"
"2781";0.9770263791;1.0149206976;0.9667869171;1.0015136411;718937342.45;696526423.34;695473725.73;"2020-03-29 17:00:00"
"2781";1.0026467777;1.0096149954;0.9801561822;1.0040652526;805969791.54;705426851.31;702570723.83;"2020-04-05 17:00:00"
"2781";1.0035153563;1.0110355626;0.9672817972;1.0060582916;894054503.74;727639124.82;723257420.47;"2020-04-12 17:00:00"
"2781";1.0056749815;1.0097209355;0.9821469922;0.9989564544;419876552.07;749507140.72;750290102.68;"2020-04-19 17:00:00"
"2781";1.000119285;1.0100651504;0.9908771214;0.9992958748;538532396.69;705834652.77;706331998.94;"2020-04-26 17:00:00"
"2781";0.9996973124;1.0127598893;0.988601903;1.0016926015;628815172.53;707434771.87;706239390;"2020-05-03 17:00:00"
"2781";1.0015256039;1.0175569426;0.9624389578;1.0015943343;623833304.45;707365371.71;706239390;"2020-05-10 17:00:00"
"2781";1.001437139;1.0142983567;0.9939361283;1.0024024312;420645622.99;707936081.51;706239390;"2020-05-17 17:00:00"
"2781";1.0014914228;1.0083650906;0.9930651192;1.0024694829;437098475.84;728548294.24;726753588.68;"2020-05-24 17:00:00"
"2781";1.0021796796;1.009603289;0.9825286742;1.0016705033;278942202.54;735558465.33;734331761.73;"2020-05-31 17:00:00"
"2781";1.0017819771;1.0088791342;0.9882342871;1.004572633;261665467.36;735592843.56;732244557.91;"2020-06-07 17:00:00"
"2781";1.004572633;1.0126125097;0.9915571344;1.0022093769;264643093.56;733862362.12;732244557.91;"2020-06-14 17:00:00"
"2781";1.0021448943;1.0107790039;0.9897289563;1.0029111871;227229689.96;929618326.41;926919889.2;"2020-06-21 17:00:00"
"2781";1.0009249566;1.0113679129;0.9946381864;0.9978173241;229374669.15;1029539264.88;1031791330.92;"2020-06-28 17:00:00"
"2781";0.9978173241;1.0068210207;0.9927938322;0.9982425315;247223174.61;1100023053.85;1101959713.32;"2020-07-05 17:00:00"
"2781";0.9982425315;1.0068455935;0.9941395123;0.9971081501;239654084.77;1116663726.74;1119902316.16;"2020-07-12 17:00:00"
"2781";0.9979998382;1.0052197549;0.9918745662;0.9974170023;352834293.29;1159911791.36;1162915599.71;"2020-07-19 17:00:00"
"2781";0.9974254464;1.020434694;0.9926345368;0.9973638281;481496070.47;1087685514.86;1090560419.59;"2020-07-26 17:00:00"
"2781";0.9975130577;1.0044580552;0.9928551793;1.0017601377;326988690.33;1145141852.67;1143129786.88;"2020-08-02 17:00:00"
"2781";0.99813818;1.01452746;0.96971271;0.9991776;11607613833.44;1198118408.56;1199069838.34;"2020-08-09 17:00:00"
"2781";0.99939847;1.0243993;0.93894538;1.00321913;1776404784.94;1355567678.22;1350367011.07;"2020-08-16 17:00:00"
"2781";1.00303518;1.13901303;0.00923193;0.99632359;1778663188.29;1463869040.26;1466969580.7;"2020-08-23 17:00:00"
"2781";0.99354836;1.01934597;0.88730137;1.00236367;4004887199.37;1729581011.25;1725497788.39;"2020-08-30 17:00:00"
"2781";1.00236367;1.02140604;0.99249561;1.00155602;2799336502.44;1995692526.36;1992118688.48;"2020-09-06 17:00:00"
"2781";1.0018262;1.00884824;0.99988634;1.00068627;3908615085.97;2299850111.85;2319972011.74;"2020-09-13 17:00:00"
"2781";1.00055241;1.00204792;1.00014631;1.00047384;3259199012.86;2533182719.97;2531982977.4;"2020-09-20 17:00:00"
"2781";1.00047353;1.00257373;0.99998653;1.00036871;2390735850.47;2640169978.25;2639196875.91;"2020-09-27 17:00:00"
"2781";1.00036797;1.00150687;0.996671;1.000751;2618787420.94;2857374683.33;2855230417.38;"2020-10-04 17:00:00"
"2781";1.00070575;1.00164051;1.00005866;1.00043109;2642018566.04;2728528052.26;2727352310.68;"2020-10-11 17:00:00"
"2781";1.00032185;1.00103818;0.99892413;1.00019472;3298351270.57;2808560799.91;2808014025.3;"2020-10-18 17:00:00"
"2781";1.00019472;1.00065877;0.99783694;1.00030367;5934290752.38;2928676111.05;2927787035.21;"2020-10-25 17:00:00"
"2781";1.00030367;1.00099621;0.98999456;0.99995733;3521726664.97;2874233151.04;2874355802.97;"2020-11-01 16:00:00"
"2781";0.99995733;1.000507;0.9988863;1.00016798;3262253850.58;2813598347.19;2813125807.14;"2020-11-08 16:00:00"
"2781";1.00016798;1.0008512;0.99826107;0.99997751;4040962556.25;2874006400.02;2874071040.3;"2020-11-15 16:00:00"
"2781";0.99997751;1.00130433;0.99563957;1.00007259;4721653748.2;2964393940.49;2964178772.87;"2020-11-22 16:00:00"
"2781";1.00007259;1.00081762;0.99900185;1.00026969;5077607976.82;3073447381.03;3072618725.52;"2020-11-29 16:00:00"
"2781";1.00026963;1.00894295;0.99433412;0.99988768;3668199503.52;3241732105.99;3242096243.17;"2020-12-06 16:00:00"
"2781";0.99988768;1.0006811;0.99844928;0.99989335;5414349066.35;3356572079.3;3356930101.72;"2020-12-13 16:00:00"
"2781";0.99989335;1.00175063;0.99217691;1.0000788;6432330228.19;3582730027.77;3582447738.79;"2020-12-20 16:00:00"
"2781";1.0000788;1.00109322;0.99709741;0.99973591;8849739028.83;4208024428.08;4209136023.94;"2020-12-27 16:00:00"
"2781";0.99962366;1.00224537;0.9976543;1.0000899;13627681936.29;4716774854.92;4716350875.86;"2021-01-03 16:00:00"
"2781";1.00008989;1.00325481;0.99937628;1.00045456;13417058398.72;5062831585.01;5060531252.99;"2021-01-10 16:00:00"
"2781";1.00046772;1.00181048;0.99950776;1.00016243;11918069407.83;5521308075.37;5520411395.28;"2021-01-17 16:00:00"
"2781";1.00019956;1.00188156;0.99847082;0.99996079;58461317299.42;5868871806.01;5869101908.62;"2021-01-24 16:00:00"
"2781";1.0000706;1.00094679;0.9983192;0.99988628;11840614817.96;6439675443.68;6440407859.76;"2021-01-31 16:00:00"
"2781";0.99983459;1.00234893;0.9982476;1.00002547;14062786021.48;7285556444.95;7285370856.54;"2021-02-07 16:00:00"
"2781";1.00002558;1.00118637;0.99956048;0.99994535;15242322410.63;7738071713.46;7738494602.89;"2021-02-14 16:00:00"
"2781";0.99993673;1.00336844;0.9981835;1.00029625;19340982836.5;8897551098.99;8894915958.22;"2021-02-21 16:00:00"
"2781";1.00026643;1.00119624;0.99945071;0.99999415;11726442802.42;8969172583.83;8969225097.36;"2021-02-28 16:00:00"
"2781";0.99995253;1.00286072;0.99979369;0.99999785;11564692873.4;9276209311.89;9276229236.02;"2021-03-07 16:00:00"
"2781";0.99992842;1.00398159;0.99866568;1.00096234;11034327676.86;9918143113.39;9908607660.07;"2021-03-14 17:00:00"
"2781";1.00098912;1.00398855;0.99908933;1.0007922;10682115332.78;10768922656.44;10760398265.49;"2021-03-21 17:00:00"
"2781";1.00080241;1.01109822;0.99810032;1.00295733;10519363431.58;10884944736;10852849291.03;"2021-03-28 17:00:00"
"2781";1.00305818;1.00434406;0.99824892;1.00286998;10302189377.54;11065073073.52;11033407438.53;"2021-04-04 17:00:00"
"2781";1.00275735;1.02652949;0.99876897;1.00009452;16345467519.29;11308018713.09;11306949960.66;"2021-04-11 17:00:00"
"2781";1.00014198;1.00019997;0.99980001;1.00017852;17172553279.28;11245293626.06;11243286480.25;"2021-04-18 17:00:00"
"2781";1.00015715;1.00019998;0.99980021;0.99994853;13301334215.38;14379417664.25;14380157844.06;"2021-04-25 17:00:00"
"2781";0.99997623;1.00019997;0.9998001;1.00005229;18251745905.54;14380909714.08;14380157844.06;"2021-05-02 17:00:00"
"2781";0.99993716;1.00019999;0.99980001;1.00015547;23631042230.74;14382393542.27;14380157844.06;"2021-05-09 17:00:00"
"2781";0.99985582;1.00182436;0.99805533;1.00042174;33763924874.08;14386222481.22;14380157844.06;"2021-05-16 17:00:00"
"2781";1.00046241;1.00093163;0.99909303;0.99949847;19030197197.99;22421676957.19;22432927812.61;"2021-05-23 17:00:00"
"2781";0.99956039;1.00142321;0.9993909;1.00057698;14106398297.64;23003536496.45;22990271579.72;"2021-05-30 17:00:00"
"2781";1.00053749;1.00136664;0.99943395;0.99963004;14229349353.68;23641140562.16;23649890101.78;"2021-06-06 17:00:00"
"2781";0.99961017;1.01024168;0.9994224;1.00096177;13401009833.88;24440364970.15;24416881481.45;"2021-06-13 17:00:00"
"2781";1.00089786;1.00195488;0.99937409;1.00059122;20292867736.78;25791977537.21;25776737765.75;"2021-06-20 17:00:00"
"2781";1.00051524;1.00091608;0.99890072;0.99950038;13820936347.47;25511718609.01;25524471079.37;"2021-06-27 17:00:00"
"2781";0.9995655;1.00125235;0.99945864;1.00026757;13463869107.26;26133666247.64;26126675629.01;"2021-07-04 17:00:00"
"2781";1.00025345;1.00092415;0.99945604;1.00057363;13394169599.48;26652079403.79;26636799827.4;"2021-07-11 17:00:00"
"2781";1.00056086;1.00077667;0.99885454;0.99958723;14178990018.31;27044509769.76;27055677535.47;"2021-07-18 17:00:00"
"2781";0.99959793;1.00089915;0.99931544;1.00016095;25472484758.45;27421062363.66;27416649778.71;"2021-07-25 17:00:00"
"2781";1.00015567;1.00067469;0.9991199;0.99958902;25979362218.35;27689009820.37;27700394050.23;"2021-08-01 17:00:00"
"2781";0.99970799;1.00089101;0.99939059;0.99984904;19980476070.63;27646951090.44;27651125346;"2021-08-08 17:00:00"
"2781";0.99986551;1.00127475;0.99916181;1.00016717;19152927165.27;26978962721.11;26974453355.35;"2021-08-15 17:00:00"
"2781";1.00023282;1.00101851;0.99935086;1.00049775;17279054769.22;27229668411.97;27216121456.3;"2021-08-22 17:00:00"
"2781";1.00049472;1.00083035;0.99923525;0.99957508;20708581157.35;27797091080.19;27808907632.18;"2021-08-29 17:00:00"
"2781";0.99950377;1.00100896;0.98737995;0.99949042;25493421916.69;29218183032.74;29233079596.23;"2021-09-05 17:00:00"
"2781";0.99957072;1.001716444;0.9981376513;1.0002545838;18676927634.93;29443458704.74;29435964786.31;"2021-09-12 17:00:00"
"2781";1.0003769363;1.0011573253;0.9995127342;1.0002547021;28120175841.91;31087854743.24;31079938619.11;"2021-09-19 17:00:00"
"2781";1.0003344009;1.0010525283;0.9991986754;0.9996811296;20791836406.38;32215973731.74;32226249728.63;"2021-09-26 17:00:00"
"2781";0.9996442966;1.0008116823;0.9990808408;1.0005975464;19373376848.73;33174239300.06;33154427989.68;"2021-10-03 17:00:00"
"2781";1.0005935294;1.0007589413;0.9991831903;1.0002986498;22399707419.54;32806986014.16;32797191138.27;"2021-10-10 17:00:00"
"2781";1.0003390195;1.0013146263;0.9992512803;1.0003084516;24939680531.64;32598764545.06;32588712505.75;"2021-10-17 17:00:00"
"2781";1.0002578644;1.0010841498;0.9989091251;0.9997241154;30862830631.95;33171892682.46;33181046821.21;"2021-10-24 17:00:00"
"2781";0.9996321147;1.0010498827;0.9990788005;1.0006489462;29493751504.68;34343466491.14;34321193883.96;"2021-10-31 17:00:00"
"2781";1.000662169;1.001994342;0.9980014546;0.9996466273;36032162010.3;34412186959.28;34424351583.84;"2021-11-07 16:00:00"
"2781";0.9996807585;2.3495563783;0.9980172407;1.0002346445;33822280475.51;36182453344.08;36173965321.41;"2021-11-14 16:00:00"
"2781";1.0000456445;1.0019979151;0.9980098015;0.9998749378;34249646973.26;38387942291.41;38392743773.64;"2021-11-21 16:00:00"
"2781";0.9999038799;1.0019993302;0.9980042172;0.9987145156;41309441763.59;40884696965.56;40937321253.51;"2021-11-28 16:00:00"
"2781";0.9987695156;1.0019939822;0.9980041101;1.0002385102;34223769534.37;41641107198.52;41631177737.74;"2021-12-05 16:00:00"
"2781";1.0001365102;1.001999136;0.9980055433;0.9998831903;32286849616.88;42061885365.57;42066799177.39;"2021-12-12 16:00:00"
"2781";1.0000561903;1.0019986754;0.9980095525;0.9991079023;24139119647.31;42392023711.46;42429875307.52;"2021-12-19 16:00:00"
"2781";0.9992169023;1.0019967568;0.9980413311;0.9997648784;22039893222.39;42562534941.24;42572544666.16;"2021-12-26 16:00:00"
"2781";0.9997761886;1.0013560343;0.999134359;0.9998355066;27744837397.85;43635467097.35;43642646024.36;"2022-01-02 16:00:00"
"2781";0.9998298046;1.0011606381;0.9989974945;0.999691547;24534160115.43;45434277767.95;45448296432.84;"2022-01-09 16:00:00"
"2781";0.9997497447;1.0013021608;0.9989262179;1.0001447133;32071745790.36;47651385218.76;47644490425.62;"2022-01-16 16:00:00"
"2781";1.0001701473;1.0019985031;0.9980868978;1.0000651205;31918184621.77;49800880429.14;49797637582.57;"2022-01-23 16:00:00"
"2781";1.0000853055;1.0010747228;0.9988653044;1.0003565876;24845526387.53;51054224335.1;51036025522.04;"2022-01-30 16:00:00"
"2781";1.0003119363;1.0011529776;0.997990986;0.9999831858;23324191183.13;52360369755.16;52361250169.67;"2022-02-06 16:00:00"
"2781";0.9999853802;1.0007111356;0.9988609973;1.0000031168;21933450193.39;52596647717.64;52596483785.48;"2022-02-13 16:00:00"
"2781";1.0000008689;1.0010631555;0.9985446239;0.9997217107;35657259836.54;53370799001.14;53385655659.64;"2022-02-20 16:00:00"
"2781";0.999687891;1.000888112;0.9977450617;0.9998506628;31013653746.21;52838496192.22;52846388124.92;"2022-02-27 16:00:00"
"2781";0.9998751516;1.0015206622;0.9986308833;0.9999649188;25664794911.21;52427364797.9;52429204078.73;"2022-03-06 16:00:00"
"2781";0.999946821;1.0007982417;0.9983970609;0.9999323759;26396843363.64;53000906379.48;53004490761.15;"2022-03-13 17:00:00"
"2781";0.9999271216;1.0005448744;0.9987829229;1.0000390674;25509937791.97;52083027076.47;52080992406.76;"2022-03-20 17:00:00"
"2781";1.0000447664;1.0005113178;0.9985045676;1.0000942224;31070480653.59;51633984578.71;51629119959.29;"2022-03-27 17:00:00"
"2781";1.0000883419;1.0011105632;0.997316348;0.999625866;26420899158.95;50992961339.02;51012046681.86;"2022-04-03 17:00:00"
"2781";0.9996955747;1.0006244408;0.9989048247;0.9992585444;25442465138.28;50008804043.12;50045910865.7;"2022-04-10 17:00:00"
"2781";0.9992733577;1.0018438601;0.9988292453;0.9999634564;25143684286.05;49890528149.94;49892351394.14;"2022-04-17 17:00:00"
"2781";0.9999604694;1.002027939;0.9992804673;1.0003814201;29061961191.21;49298296906.65;49279500715.29;"2022-04-24 17:00:00"
"2781";1.0003614974;1.0006475775;0.999381015;1.0000871054;31674657513.57;48681199304.73;48676959278.41;"2022-05-01 17:00:00"
"2781";0.9999943229;1.0114342362;0.9992531573;1.0001827571;69231989378.02;51148192672.29;51138846685.36;"2022-05-08 17:00:00"
"2781";1.0001953352;1.001045237;0.9997395554;1.0000917083;36392376565.34;53139292857.27;53134419990.34;"2022-05-15 17:00:00"
"2781";1.0001150022;1.0012280512;0.9997046362;1.000586164;36815077285.36;53728403269.24;53696928063.58;"2022-05-22 17:00:00"
"2781";1.0005681265;1.0009603081;0.9995824093;1.0001441809;34218568493.07;54094982708.32;54087184371.26;"2022-05-29 17:00:00"
"2781";1.0001401748;1.0010877307;0.9995265183;1.0000485422;33701292071.67;53994300101.34;53991679227.68;"2022-06-05 17:00:00"
"2781";1.000409237;1.0011090642;0.9996284733;0.9998131118;31146783212.49;55876331532.72;55358945366.31;"2022-06-19 17:00:00"
"2781";1.0000090925;1.0007932074;0.9996776338;1.0003717409;31428707289.75;55823349220.82;55802605112.72;"2022-06-26 17:00:00"
"2781";1.0003566489;1.0016969332;0.9984712066;1.0000291113;37690862080.62;55548556605.25;55546939563;"2022-07-03 17:00:00"
"2781";1.0000458595;1.0008646518;0.9994516839;1.0002490431;36984566915.46;54805466618.9;54791821095.83;"2022-07-10 17:00:00"
"2781";1.0002423122;1.0007703203;0.9992192073;1.0000838808;50580398290.68;55099824864.28;55095203434.16;"2022-07-17 17:00:00"
"2781";1.0000636594;1.0006950033;0.9992096663;0.9997973384;53225656747.53;54455842443.43;54466880787.36;"2022-07-24 17:00:00"
"2781";0.9997583151;1.0006864406;0.9993477242;0.9999188403;43365741065.84;54275863425.54;54280268796.42;"2022-07-31 17:00:00"
"2781";0.9999375062;1.0004538859;0.9991454448;0.9998481746;46398895961.63;53593155481.32;53601293516.89;"2022-08-07 17:00:00"
"2781";0.9998819494;1.0004612016;0.9994210192;1.0001408463;44809308665.94;52546676703.59;52539276742.1;"2022-08-14 17:00:00"
"2781";1.0001142855;1.0003947358;0.9995490577;1.0000308623;53353874832.15;52200895875.09;52199284884.35;"2022-08-21 17:00:00"
"2781";0.9999347845;1.0005021661;0.9996398031;1.0001068689;41558533663.67;51881772221.09;51876228265.06;"2022-08-28 17:00:00"
"2781";1.0001212048;1.0003180515;0.9994568347;0.9999513646;43837289829.07;51601695543.86;51604205337.3;"2022-09-04 17:00:00"
"2781";0.9999598868;1.000429855;0.9993640949;1.0000771547;40402208015.95;50190456315.35;50186584186.1;"2022-09-11 17:00:00"
"2781";0.9999940028;1.0006927856;0.9993490084;0.9999683312;34597814848.71;49589400501.4;49590970990.05;"2022-09-18 17:00:00"
"2781";1.0000493699;1.0004206647;0.9994424847;0.9999907187;28459987996.23;47325233841.02;47325673086.41;"2022-09-25 17:00:00"
"2781";1.0000319369;1.0002716018;0.9997095751;0.9999931031;24525472593.24;46061806382.75;46062124068.38;"2022-10-02 17:00:00"
"2781";0.9999810118;1.0003507744;0.999546316;0.9999532245;23776747249.94;45001378931.41;45003483992.78;"2022-10-09 17:00:00"
"2781";0.9999606014;1.0004034395;0.9997513246;1.000029691;18648596274.04;43948066114.09;43946761290.63;"2022-10-16 17:00:00"
"2781";1.0000803012;1.0007322217;0.9996857918;1.0001149035;28632808678.36;43701223013.97;43696202166.35;"2022-10-23 17:00:00"
"2781";1.0000857728;1.0006538034;0.9994522325;0.999869271;28115282068.34;42187827667.81;42193343562.41;"2022-10-30 17:00:00"
"2781";0.999850912;1.0073301553;0.9987104065;1.00013634;42509138005.55;44075987661.41;44069979160.37;"2022-11-06 16:00:00"
"2781";1.0001351834;1.0009874468;0.9997691158;1.0002138382;21435750541.8;44459023733.63;44449518729.89;"2022-11-13 16:00:00"
"2781";1.0002094831;1.0007865814;0.999807543;1.0001409812;25432974413.95;44238097613.99;44231861753.05;"2022-11-20 16:00:00"
